Unnamed: 0,RC1,RC3,RC2,RC4,RC5
E2,0.482451531475342,0.393961552301376,0.344566991355822,0.652893139419364,0.125744983040213
E3,0.540169659491926,0.439123309679187,0.182606844947479,0.644747204298727,-0.0004261136408594
E5,0.530255811959964,0.373413155036017,0.336325911490506,0.647411593192777,0.104842192816993
E6,0.568866461714548,0.35822173351616,0.317831355551884,0.639084825386363,0.0914807010530491
E9,0.475138241323171,0.371777906735908,0.355812481524289,0.671172552108052,0.0826453791803894
E10,0.392305395286353,0.452145342512823,0.163345306329911,0.698869144549729,0.213263053829863
E1,0.945935922504363,0.250256582132882,0.0354614419633684,-0.019729656237264,-0.112151474862954
E4,0.941789745032035,0.20842750120064,0.0875313938479292,0.046732626834101,-0.0723200161322259
E7,0.939063045017632,0.228208850390126,0.0486591076339542,-0.0204899505332635,-0.0539328352200784
E8,0.956804065800473,0.244361127930344,0.0291124883643433,-0.0099206684586748,-0.0529641314816588
E11,0.934206518738104,0.28747980911567,0.0196044926990701,0.188299671847658,-0.0035262060842747
E12,0.942013967843929,0.233968665074071,0.011230481510081,-0.0213277780253777,-0.108800744705294
A13,0.43837440519243,0.766087207918676,0.318275895386358,0.122159613515863,0.0970292270860491
A15,0.175919183449573,0.589748175853555,0.20743338791254,0.0791510827555802,0.690447567918318
A17,0.2360034920663,0.680259452481549,0.442463987658077,0.190962952081892,0.448025047128847
A18,0.0952501830679592,0.438567907963105,0.095419307900363,0.141520705433839,0.797301255668698
A21,0.347776045137205,0.803646325203197,0.0837667894187322,0.231156439329324,0.298929125210432
A22,0.290343508331712,0.729641504331133,0.259429805694026,0.0219206412920265,0.470767231447181
A14,0.937114717952649,0.239842178725716,0.0078862463535836,0.207350999724904,0.122802983485721
A16,0.911651171753707,0.208534730449479,0.0025048234851007,0.296486525855585,0.133422452326189
A19,0.911144705036599,0.201147031537088,0.0019316384941079,0.299032465034646,0.139452385137175
A20,0.910845030694478,0.200252525414728,0.001966843484675,0.30116898977775,0.137176091846678
A23,0.931200550678223,0.239864194930496,0.0046366224299023,0.232251735562377,0.11689190605953
A24,0.918115489180026,0.197760646482801,0.0049262406672544,0.28704341886952,0.126724230976796
C26,0.135732122258023,-0.0161351396374008,0.926966517150353,0.112203967984056,0.223240179510866
C27,0.0958090322594137,-0.0187930376740856,0.936453086033968,0.127981480528027,0.216665253241712
C29,-0.0412609337597072,-0.0212670808411387,0.924058782402829,0.228368469307974,0.213743411951648
C30,-0.264602864398668,-0.261562087340853,0.839400434211793,0.233312618129146,-0.0057338317952897
C35,-0.239188200270554,-0.160759713241672,0.882542383661081,0.263189434579574,0.0757263002034694
C36,0.248795357030227,-0.008845933116086,0.870786614960308,0.207190664951678,0.17710159024907
C25,0.950284114377341,0.27505725556025,0.0072434475058605,0.109937306867483,0.0578246966084485
C28,0.934436259745917,0.288282626461176,-0.00080308250894,0.0887529577171396,0.0988706328007145
C31,0.952924453314771,0.270875060852629,0.0108913893608756,0.048877205449267,0.0558579788034108
C32,0.935256277442616,0.289283630840026,0.0015306586738928,0.086467621983022,0.0940297688372905
C33,0.936589089522935,0.291819298634091,-0.0007563333234387,0.0851951100544245,0.0836526300832848
C34,0.957765221728549,0.261307487725584,0.011806252903278,0.0333472166815489,0.0302480139838151
N37,0.230804194103953,0.279363581377409,0.896443722990758,-0.0011509790069491,0.0967580576526316
N39,0.0149300825052959,0.259797173528434,0.849269512962793,-0.0684681286993658,-0.233830612228397
N43,-0.0495553507923772,0.276182728023755,0.934198536277284,-0.0401722373620455,-0.0860425846709187
N44,0.0005742108899969,0.313096741639872,0.926245537458464,-0.0276532518926296,-0.0651121870771407
N45,-0.0241620564142448,0.256058790270083,0.944376062893186,-0.0641589772167225,-0.0721740313890877
N47,-0.0819365585804595,0.157390438210198,0.952783417295398,-0.045547034979578,-0.110294534420967
N38,0.695242464234459,0.632410615179018,0.144018965462801,0.0135205013823516,0.226425079444692
N40,0.908515952919198,0.36132059384765,0.0243645213646566,0.0150654037794013,0.134964058325533
N41,0.43924872975889,0.842084340169279,0.13102182243014,0.0992651855118818,0.140048520547831
N42,0.429775269958916,0.84593542894672,0.133153969986857,0.0993414078452813,0.142633648578026
N46,0.536626791292638,0.78286648051381,0.128620187915016,0.0965154260661729,0.159773555276876
N48,0.922305539766538,0.350873868037235,0.027638475288019,0.101268593950815,0.0984181526615942
O50,0.412813822067211,0.856030327157145,0.101978133615307,0.1674151784919,0.0725925628893104
O52,0.513752335986131,0.451728622426231,0.0963513942679734,0.411655066784582,-0.213066957388478
O53,0.475594711116756,0.652737248132443,-0.0408411970284944,0.272465921552321,-0.193715595978782
O55,0.424204915592982,0.838376328305851,0.0425422947369018,0.261417852740988,0.0111067085904442
O58,0.501603899213833,0.61453324238674,0.0452200858494817,0.322568305014894,-0.254375003310116
O59,0.447389134070553,0.850285247754932,0.0802661148317819,0.197044634067006,0.0134574597699517
O49,0.895986793486222,0.270696053236404,0.0046671868552817,0.30568624621308,0.0715117515815229
O51,0.883767976744437,0.267857121149085,0.049734302955698,0.328604380432136,0.0488731366772807
O54,0.675360429278631,0.544448800265969,-0.0074237266126353,0.309243232586566,-0.0574264776337692
O56,0.898051754720994,0.273234455639924,0.0072060754698231,0.298953796526822,0.0765959080155385
O57,0.894729478154332,0.274719724085671,0.0115567396318242,0.31570861580738,0.0585488087588862
O60,0.898727598747369,0.269069225898872,0.0046271542815576,0.301689161610876,0.0729991730218379
